,cluster_main_first_word,cluster_prelast_second_word,cluster_last_third_word,cosine_simil_first_sec,cosine_simil_sec_third,cosine_simil_first_third,min_cosine_sim,max_cosine_sim,joke_tokenized,id_joke
1207,an elderly couple,we,we,tensor(0.4651),tensor(0.5746),tensor(0.4051),tensor(0.4051),tensor(0.5746),"[CLS] an elderly couple had dinner at another couple house , and after eating , the wives left the table and went into the kitchen . the two elderly gentlemen were talking , and one said , "" last night , we went out to a new restaurant , and it was really great . i would recommend it very highly . "" the other man said , "" what was the name of the restaurant ? "" the first man thought and thought and finally said , "" what is the name of that flower you give to someone you love ? ? you know . . . the one that is red and has thorns . "" "" do you mean a rose ? "" "" yes , "" the man said . he then turned towards the kitchen and yelled , "" rose , what is the name of that restaurant we went to last night ? "" [SEP]",668
1208,a new restaurant,it,the restaurant,tensor(0.3872),tensor(0.3044),tensor(0.5247),tensor(0.3044),tensor(0.5247),"[CLS] an elderly couple had dinner at another couple house , and after eating , the wives left the table and went into the kitchen . the two elderly gentlemen were talking , and one said , "" last night , we went out to a new restaurant , and it was really great . i would recommend it very highly . "" the other man said , "" what was the name of the restaurant ? "" the first man thought and thought and finally said , "" what is the name of that flower you give to someone you love ? ? you know . . . the one that is red and has thorns . "" "" do you mean a rose ? "" "" yes , "" the man said . he then turned towards the kitchen and yelled , "" rose , what is the name of that restaurant we went to last night ? "" [SEP]",668
1209,one,the man,he,tensor(0.3430),tensor(0.4217),tensor(0.2655),tensor(0.2655),tensor(0.4217),"[CLS] an elderly couple had dinner at another couple house , and after eating , the wives left the table and went into the kitchen . the two elderly gentlemen were talking , and one said , "" last night , we went out to a new restaurant , and it was really great . i would recommend it very highly . "" the other man said , "" what was the name of the restaurant ? "" the first man thought and thought and finally said , "" what is the name of that flower you give to someone you love ? ? you know . . . the one that is red and has thorns . "" "" do you mean a rose ? "" "" yes , "" the man said . he then turned towards the kitchen and yelled , "" rose , what is the name of that restaurant we went to last night ? "" [SEP]",668
1210,that flower you give to someone you love,the one that is red and has thorns,-,tensor(0.6415),0,0,0,0,"[CLS] an elderly couple had dinner at another couple house , and after eating , the wives left the table and went into the kitchen . the two elderly gentlemen were talking , and one said , "" last night , we went out to a new restaurant , and it was really great . i would recommend it very highly . "" the other man said , "" what was the name of the restaurant ? "" the first man thought and thought and finally said , "" what is the name of that flower you give to someone you love ? ? you know . . . the one that is red and has thorns . "" "" do you mean a rose ? "" "" yes , "" the man said . he then turned towards the kitchen and yelled , "" rose , what is the name of that restaurant we went to last night ? "" [SEP]",668
1211,the kitchen,the kitchen,-,tensor(0.5256),0,0,0,0,"[CLS] an elderly couple had dinner at another couple house , and after eating , the wives left the table and went into the kitchen . the two elderly gentlemen were talking , and one said , "" last night , we went out to a new restaurant , and it was really great . i would recommend it very highly . "" the other man said , "" what was the name of the restaurant ? "" the first man thought and thought and finally said , "" what is the name of that flower you give to someone you love ? ? you know . . . the one that is red and has thorns . "" "" do you mean a rose ? "" "" yes , "" the man said . he then turned towards the kitchen and yelled , "" rose , what is the name of that restaurant we went to last night ? "" [SEP]",668
1212,last night,last night,-,tensor(0.3287),0,0,0,0,"[CLS] an elderly couple had dinner at another couple house , and after eating , the wives left the table and went into the kitchen . the two elderly gentlemen were talking , and one said , "" last night , we went out to a new restaurant , and it was really great . i would recommend it very highly . "" the other man said , "" what was the name of the restaurant ? "" the first man thought and thought and finally said , "" what is the name of that flower you give to someone you love ? ? you know . . . the one that is red and has thorns . "" "" do you mean a rose ? "" "" yes , "" the man said . he then turned towards the kitchen and yelled , "" rose , what is the name of that restaurant we went to last night ? "" [SEP]",668
1213,a dog,the dog,the dog,tensor(0.5188),tensor(0.6732),tensor(0.5178),tensor(0.5178),tensor(0.6732),"[CLS] a dog comes into a bar and asks for a beer the bartender , a little surprised serves the dog the beer the dog drinks the beer and asks for the bill "" it will be 10 dollars "" says the bartender the dog pays and is leaving through the door when the bartender says "" it is not usual to have dogs here drinking "" the dog hears and answers "" for 10 dollars a beer no dog can keep drinking here . "" [SEP]",669
1214,a beer,the beer,the beer,tensor(0.6294),tensor(0.5183),tensor(0.4688),tensor(0.4688),tensor(0.6294),"[CLS] a dog comes into a bar and asks for a beer the bartender , a little surprised serves the dog the beer the dog drinks the beer and asks for the bill "" it will be 10 dollars "" says the bartender the dog pays and is leaving through the door when the bartender says "" it is not usual to have dogs here drinking "" the dog hears and answers "" for 10 dollars a beer no dog can keep drinking here . "" [SEP]",669
1215,the bill,it,-,tensor(0.6378),0,0,0,0,"[CLS] a dog comes into a bar and asks for a beer the bartender , a little surprised serves the dog the beer the dog drinks the beer and asks for the bill "" it will be 10 dollars "" says the bartender the dog pays and is leaving through the door when the bartender says "" it is not usual to have dogs here drinking "" the dog hears and answers "" for 10 dollars a beer no dog can keep drinking here . "" [SEP]",669
1216,the bartender,the bartender,the bartender,tensor(0.4758),tensor(0.4686),tensor(0.4712),tensor(0.4686),tensor(0.4758),"[CLS] a dog comes into a bar and asks for a beer the bartender , a little surprised serves the dog the beer the dog drinks the beer and asks for the bill "" it will be 10 dollars "" says the bartender the dog pays and is leaving through the door when the bartender says "" it is not usual to have dogs here drinking "" the dog hears and answers "" for 10 dollars a beer no dog can keep drinking here . "" [SEP]",669
1217,holy water,it,-,tensor(0.1091),0,0,0,0,[CLS] how do you get holy water ? you boil the hell out of it . [SEP],670
1218,a wife,your,the wife,tensor(0.1484),tensor(0.1687),tensor(0.4258),tensor(0.1484),tensor(0.4258),"[CLS] a wife went to the police station with her next - door neighbor to report her husband was missing . the policeman asked for a description . she said : "" he 35 years old , 6 foot 4 , had dark eyes , dark wavy hair , an athletic build , 185 weighs pounds , is soft - spoken , and is good to the children . "" the next - door neighbor protested : "" your husband is 5 foot 4 inches , chu bby , bald , has a big mouth , and is mean to your children . "" the wife replied : "" yeah , but who wants him back ? "" [SEP]",671
1219,her husband,your husband,him,tensor(0.3430),tensor(0.2409),tensor(0.2310),tensor(0.2310),tensor(0.3430),"[CLS] a wife went to the police station with her next - door neighbor to report her husband was missing . the policeman asked for a description . she said : "" he 35 years old , 6 foot 4 , had dark eyes , dark wavy hair , an athletic build , 185 weighs pounds , is soft - spoken , and is good to the children . "" the next - door neighbor protested : "" your husband is 5 foot 4 inches , chu bby , bald , has a big mouth , and is mean to your children . "" the wife replied : "" yeah , but who wants him back ? "" [SEP]",671
